        Time             u_ref                 u                r
 67000.000000    1.01305929e-02    1.01343871e-02    1.30223691e-04
 68000.000000    1.01305929e-02    1.01343902e-02    1.29538464e-04
 69000.000000    1.01305929e-02    1.01343928e-02    1.30321814e-04
 70000.000000    1.01305929e-02    1.01343951e-02    1.32113538e-04
 71000.000000    1.01305929e-02    1.01343971e-02    1.34496677e-04
 72000.000000    1.01305929e-02    1.01343989e-02    1.37181617e-04
 73000.000000    1.01305929e-02    1.01344004e-02    1.39873948e-04
 74000.000000    1.01305929e-02    1.01344017e-02    1.42465960e-04
 75000.000000    1.01305929e-02    1.01344029e-02    1.44850305e-04
 76000.000000    1.01305929e-02    1.01344039e-02    1.47107449e-04
 77000.000000    1.01305929e-02    1.01344048e-02    1.49072843e-04
 78000.000000    1.01305929e-02    1.01344055e-02    1.50899565e-04
 79000.000000    1.01305929e-02    1.01344062e-02    1.52516271e-04
 80000.000000    1.01305929e-02    1.01344068e-02    1.53924009e-04
 81000.000000    1.01305929e-02    1.01344073e-02    1.55149789e-04
 82000.000000    1.01305929e-02    1.01344077e-02    1.56237887e-04
 83000.000000    1.01305929e-02    1.01344081e-02    1.57239422e-04
 84000.000000    1.01305929e-02    1.01344084e-02    1.58111504e-04
 85000.000000    1.01305929e-02    1.01344087e-02    1.58870864e-04
 86000.000000    1.01305929e-02    1.01344090e-02    1.59532072e-04
 87000.000000    1.01305929e-02    1.01344092e-02    1.60107815e-04
 88000.000000    1.01305929e-02    1.01344094e-02    1.60609140e-04
 89000.000000    1.01305929e-02    1.01344096e-02    1.61045665e-04
 90000.000000    1.01305929e-02    1.01344097e-02    1.61425768e-04
 91000.000000    1.01305929e-02    1.01344098e-02    1.61756739e-04
 92000.000000    1.01305929e-02    1.01344099e-02    1.62044931e-04
 93000.000000    1.01305929e-02    1.01344100e-02    1.62295872e-04
 94000.000000    1.01305929e-02    1.01344101e-02    1.62514378e-04
 95000.000000    1.01305929e-02    1.01344102e-02    1.62704641e-04
 96000.000000    1.01305929e-02    1.01344103e-02    1.62870311e-04
 97000.000000    1.01305929e-02    1.01344103e-02    1.63014567e-04
 98000.000000    1.01305929e-02    1.01344104e-02    1.63140177e-04
 99000.000000    1.01305929e-02    1.01344104e-02    1.63249552e-04
