        Time             u_ref                 u                r
 57000.000000    1.00093429e-02    1.00115791e-02    1.76010025e-04
 58000.000000    1.00093429e-02    1.00115791e-02    1.76010033e-04
 59000.000000    1.00093429e-02    1.00115791e-02    1.76010039e-04
 60000.000000    1.00093429e-02    1.00115791e-02    1.76010043e-04
 61000.000000    1.00093429e-02    1.00115791e-02    1.76010045e-04
 62000.000000    1.00093429e-02    1.00115791e-02    1.76010047e-04
 63000.000000    1.00093429e-02    1.00115791e-02    1.76010048e-04
 64000.000000    1.00093429e-02    1.00115791e-02    1.76010049e-04
 65000.000000    1.00093429e-02    1.00115791e-02    1.76010049e-04
 66000.000000    1.00093429e-02    1.00115791e-02    1.76010050e-04
 67000.000000    1.00093429e-02    1.00115791e-02    1.76010050e-04
 68000.000000    1.00093429e-02    1.00115791e-02    1.76010050e-04
 69000.000000    1.00093429e-02    1.00115791e-02    1.76010050e-04
 70000.000000    1.00093429e-02    1.00115791e-02    1.76010050e-04
 71000.000000    1.00093429e-02    1.00115791e-02    1.76010050e-04
 72000.000000    1.00093429e-02    1.00115791e-02    1.76010050e-04
 73000.000000    1.00093429e-02    1.00115791e-02    1.76010050e-04
 74000.000000    1.00093429e-02    1.00115791e-02    1.76010050e-04
 75000.000000    1.00093429e-02    1.00115791e-02    1.76010050e-04
 76000.000000    1.00093429e-02    1.00115791e-02    1.76010050e-04
 77000.000000    1.00093429e-02    1.00115791e-02    1.76010050e-04
 78000.000000    1.00093429e-02    1.00115791e-02    1.76010050e-04
 79000.000000    1.00093429e-02    1.00115791e-02    1.76010050e-04
 80000.000000    1.00093429e-02    1.00115791e-02    1.76010050e-04
 81000.000000    1.00093429e-02    1.00115791e-02    1.76010050e-04
 82000.000000    1.00093429e-02    1.00115791e-02    1.76010050e-04
 83000.000000    1.00093429e-02    1.00115791e-02    1.76010050e-04
 84000.000000    1.00093429e-02    1.00115791e-02    1.76010050e-04
 85000.000000    1.00093429e-02    1.00115791e-02    1.76010050e-04
 86000.000000    1.00093429e-02    1.00115791e-02    1.76010050e-04
 87000.000000    1.00093429e-02    1.00115791e-02    1.76010050e-04
 88000.000000    1.00093429e-02    1.00115791e-02    1.76010050e-04
 89000.000000    1.00093429e-02    1.00115791e-02    1.76010050e-04
 90000.000000    1.00093429e-02    1.00115791e-02    1.76010050e-04
 91000.000000    1.00093429e-02    1.00115791e-02    1.76010050e-04
 92000.000000    1.00093429e-02    1.00115791e-02    1.76010050e-04
 93000.000000    1.00093429e-02    1.00115791e-02    1.76010050e-04
 94000.000000    1.00093429e-02    1.00115791e-02    1.76010050e-04
 95000.000000    1.00093429e-02    1.00115791e-02    1.76010050e-04
 96000.000000    1.00093429e-02    1.00115791e-02    1.76010050e-04
 97000.000000    1.00093429e-02    1.00115791e-02    1.76010050e-04
 98000.000000    1.00093429e-02    1.00115791e-02    1.76010050e-04
 99000.000000    1.00093429e-02    1.00115791e-02    1.76010050e-04
